a,b,ONBOUND,chi2
1.467001264772935,-0.996246453330373,False,9.951
1.479773833306571,-0.9893882206041282,False,9.149
1.4750397143452731,-0.9945968617332951,False,7.654
1.4834192289115935,-0.9889384648368504,False,8.788
1.4871904608315538,-1.0000511448126124,False,10.469
1.4889648305365086,-0.9895065695755019,False,9.416
1.4907622054550422,-0.991014097326804,False,7.367
1.4800810215903333,-0.9929330810374677,False,8.001
1.476817933479972,-0.990671851132378,False,9.466
1.487021689106648,-0.986507567790375,False,9.313
1.4705862411052468,-1.0002463760585512,False,9.643
1.4818573062226568,-0.9925715570942855,False,8.643
1.4938740120932512,-0.9967791146501822,False,9.629
1.4897697368655505,-0.9884262122199805,False,9.066
1.4818735634138258,-0.9887219886363742,False,8.489
1.4822526165796714,-0.9937714792694983,False,7.928
1.4901094404376953,-0.9910493291589729,False,8.102
1.4890009442187475,-0.9912083282838621,False,7.415
1.487437133732034,-0.9880519486393394,False,6.998
1.4848421671150454,-0.9869538013532388,False,8.953
1.492506994867565,-0.9843999196825309,False,12.331
1.4733978453671295,-0.9917148544327963,False,7.974
1.4722942675190382,-0.9973395691661714,False,12.343
1.4827248257129946,-0.9873504228109687,False,10.327
1.47431503095837,-0.989614422086816,False,8.839
1.476145304431352,-0.9917330867666906,False,7.968
1.4785924401282367,-0.9926850426240901,False,9.037
1.4768658421053913,-0.9931445286363765,False,11.031
1.4834246155809083,-0.9883992192547759,False,9.005
1.4893428697425173,-0.993826168381855,False,8.937
1.4801686428341427,-0.9873183379272482,False,9.892
1.4931964974498986,-0.9809728807579872,False,12.704
1.4848485423454114,-0.9898170042464671,False,6.864
1.4777399814162795,-0.9940513092230243,False,8.840
1.4803190729383273,-0.9921480777700178,False,7.599
1.4776716536168528,-0.9870219479891016,False,7.619
1.4840650443709364,-0.9855297081424813,False,7.545
1.4683587841185157,-0.9927489639079846,False,7.126
1.488061129824406,-0.992954212208713,False,10.960
1.469042718728742,-0.9874869461861634,False,10.085
1.4914960502927153,-0.9879796729655118,False,8.253
1.4846772171964246,-0.9947674157559477,False,9.799
1.489483130787565,-0.9919473285788238,False,6.765
1.4849975518774174,-0.9956378643452769,False,6.887
1.486319138135983,-0.9951546664832134,False,9.742
1.4997367044422938,-0.9896891922925726,False,7.935
1.49232968516489,-0.9899851650126997,False,7.885
1.479213449743802,-0.9884676344141221,False,8.991
1.483905021139575,-0.9872458174185025,False,7.349
1.4833432414770449,-0.9900196758274867,False,8.830
1.48334021212284,-0.9933934464404259,False,8.020
1.4913415052858578,-0.986792474319956,False,7.475
1.4682385803502116,-0.9827416248566091,False,13.534
1.487310067879349,-0.9950648269093533,False,8.795
1.4764925138093226,-0.9890185660874347,False,8.856
1.491612507953653,-0.9899888688867046,False,11.132
1.4894933138202533,-0.9937017589353425,False,8.296
1.4607764915614319,-0.9855465809739204,False,11.704
1.4838207728505606,-0.9877479076191459,False,7.387
1.4837339845138975,-0.9842846159663223,False,9.653
1.4919046855460574,-0.985425477741099,False,9.282
1.474784760320431,-0.9919374352837685,False,7.873
1.4773582673832695,-0.9939474135115177,False,7.525
1.480833422343974,-0.9863662444177225,False,9.922
1.4868323955046294,-0.9973252214826235,False,9.887
1.4820351870489183,-0.987176995273502,False,9.156
1.4777919600402256,-0.9928300992375241,False,8.269
1.4815015295095897,-0.9850112336258489,False,10.066
1.477166283799055,-0.9874614890849013,False,7.911
1.4686144727585109,-0.994776418138925,False,8.761
1.4994134245591175,-0.9889134171616576,False,10.275
1.4914219897741443,-0.9923333122684203,False,13.212
1.4752181869733587,-0.9906061307829719,False,9.880
1.4831310486201696,-0.9905330263365747,False,8.434
1.4956862234948676,-0.9868707541788155,False,8.802
1.4816199245539659,-0.9970734210626595,False,11.147
1.4692524610967772,-0.995758941619947,False,8.318
1.4873582405652503,-0.9951667840724959,False,8.767
1.4752160245693324,-0.995714196103575,False,9.949
1.494364471994446,-0.9938337240551011,False,9.963
1.478639434388697,-0.9836082774572705,False,10.809
1.4926062772636588,-0.9913998485370842,False,7.473
1.4913822223612692,-0.9859306026227809,False,9.198
1.4775866422545054,-0.990129748768374,False,10.098
1.4813621156950803,-0.9872229543596527,False,13.466
1.4818085522675195,-0.9887934371900312,False,8.666
1.486905449349293,-0.9880202282471098,False,8.598
1.461051881526016,-0.9915734427363447,False,8.660
1.4789913731154505,-0.990121357421087,False,10.492
1.492680209363184,-0.9845594002483311,False,9.028
1.4819642715139238,-0.9901985153718027,False,7.660
1.483042043642157,-0.9931357011086683,False,8.262
1.4835263229830393,-0.9912462993754565,False,9.374
1.4889352964299154,-0.9904314754180361,False,8.605
1.492912439126926,-0.992940657029602,False,8.988
1.4677992976783754,-0.9903338480484415,False,9.452
1.491301128717466,-0.9906133952135412,False,8.063
1.495038126589316,-0.993331066170994,False,8.621
1.4759845851302242,-0.9908888842234718,False,10.005
1.4741260478882194,-0.9902511173477282,False,10.369
